,host_id,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
5441,105563492,5.0,5.0,5.0,5.0,5.0,5.0,4.5
5442,16410802,5.0,5.0,5.0,5.0,5.0,4.7,4.9
5443,6211092,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5444,48542729,5.0,5.0,5.0,5.0,5.0,4.0,5.0
5445,236195685,5.0,4.93,4.86,5.0,5.0,4.86,4.79
5446,19282118,5.0,5.0,5.0,5.0,5.0,5.0,4.5
5447,39581996,4.0,4.0,2.0,4.0,5.0,5.0,4.0
5448,74823222,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5449,6054224,5.0,5.0,4.8,5.0,5.0,5.0,4.8
5450,23096184,5.0,5.0,4.8,5.0,5.0,5.0,4.8
5451,5299475,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5452,7942509,5.0,5.0,5.0,5.0,5.0,4.0,4.0
5453,9444120,4.75,4.75,5.0,5.0,5.0,4.5,4.5
5454,18184982,5.0,5.0,5.0,5.0,5.0,5.0,4.75
5455,455527910,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5456,65714125,5.0,5.0,5.0,5.0,5.0,4.67,4.33
5457,50308833,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5458,65201088,5.0,5.0,5.0,5.0,5.0,4.67,4.83
5459,7778299,4.82,5.0,4.68,4.95,4.95,4.86,4.36
5460,314641727,4.0,4.0,3.33,5.0,5.0,3.67,4.0
5461,3565731,4.75,5.0,5.0,5.0,5.0,4.75,5.0
5462,66882400,5.0,5.0,5.0,5.0,5.0,4.83,5.0
5463,57625783,,,,,,,
5464,138268886,4.5,4.0,4.5,5.0,5.0,5.0,4.5
5465,460700360,3.5,4.0,4.0,3.5,3.75,2.75,3.0
5466,401798659,5.0,5.0,4.67,5.0,5.0,4.67,5.0
5467,5748724,5.0,5.0,5.0,5.0,5.0,4.88,4.75
5468,18857065,5.0,5.0,5.0,5.0,5.0,4.0,5.0
5469,345326420,4.8,5.0,4.8,4.6,4.8,4.8,4.2
5470,121447753,5.0,5.0,4.5,4.5,5.0,5.0,4.5
5471,8880486,4.8,4.8,5.0,5.0,4.8,4.4,4.4
5472,4248038,4.33,5.0,4.0,5.0,5.0,5.0,4.0
5473,90369763,,,,,,,
5474,89743823,5.0,4.75,5.0,5.0,5.0,5.0,5.0
5475,396303430,5.0,5.0,4.67,5.0,5.0,4.67,4.67
5476,12513213,5.0,5.0,5.0,4.88,4.88,4.75,4.63
5477,7867086,4.5,5.0,5.0,5.0,5.0,5.0,4.5
5478,2565378,4.67,4.83,4.33,5.0,5.0,4.67,4.0
5479,13588480,5.0,5.0,5.0,5.0,5.0,5.0,4.67
5480,94787319,,,,,,,
5481,53568111,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5482,461203473,5.0,4.5,5.0,5.0,5.0,5.0,4.5
5483,448368781,5.0,4.88,4.88,5.0,5.0,5.0,4.5
5484,5781246,5.0,4.75,5.0,4.5,5.0,4.5,4.25
5485,38421902,4.29,4.29,4.29,4.43,4.14,4.29,4.0
5486,47081811,5.0,5.0,4.88,4.88,5.0,4.88,4.88
5487,230276731,4.71,4.57,4.86,4.71,4.71,5.0,4.57
5488,128192405,5.0,4.9,5.0,5.0,5.0,4.8,4.7
5489,128727918,5.0,4.86,4.43,4.86,4.86,4.71,4.57
5490,6157494,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5491,180008249,5.0,5.0,5.0,5.0,5.0,5.0,4.89
5492,83937064,5.0,4.86,4.86,4.86,4.71,5.0,4.71
5493,9846503,5.0,5.0,5.0,5.0,5.0,5.0,4.5
5494,29934639,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5495,76416726,5.0,5.0,5.0,5.0,5.0,4.75,4.75
5496,461711491,4.5,4.48,3.88,4.9,4.88,4.68,4.4
5497,60130328,4.83,4.83,4.67,5.0,5.0,4.67,4.67
5498,317399608,5.0,5.0,5.0,5.0,5.0,4.67,5.0
5499,9550824,4.81,4.81,4.75,5.0,5.0,4.88,4.56
5500,291545715,,,,,,,
5501,269066421,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5502,95179496,4.86,5.0,5.0,4.71,4.86,4.71,4.57
5503,1177084,5.0,5.0,4.5,5.0,5.0,5.0,4.0
5504,25671806,4.56,4.33,4.67,4.89,5.0,4.56,4.11
5505,234327127,4.67,5.0,4.67,5.0,4.83,4.83,4.67
5506,293680014,4.3,4.3,4.0,4.9,4.8,4.6,4.1
5507,49154714,4.92,5.0,5.0,5.0,5.0,4.85,4.69
5508,15131983,,,,,,,
5509,462327192,4.75,4.75,4.8,4.75,4.8,5.0,4.7
5510,449825081,4.4,4.69,4.27,4.49,4.4,4.96,4.44
5511,24437543,5.0,5.0,4.33,5.0,5.0,5.0,5.0
5512,9435259,4.0,4.0,4.0,4.0,4.0,5.0,4.0
5513,102772074,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5514,58027511,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5515,9242220,,,,,,,
5516,15679848,5.0,5.0,5.0,5.0,5.0,5.0,4.67
5517,143521261,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5518,16251842,4.8,5.0,4.6,5.0,5.0,4.8,4.6
5519,155274317,,,,,,,
5520,462853872,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5521,18081564,,,,,,,
5522,28040463,5.0,5.0,5.0,4.88,4.88,4.75,4.75
5523,3745762,5.0,5.0,5.0,5.0,5.0,5.0,4.67
5524,13316845,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5525,56052576,5.0,5.0,5.0,5.0,5.0,5.0,4.67
5526,123472271,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5527,46281957,4.5,4.5,4.5,3.75,4.25,4.75,4.0
5528,245655061,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5529,217864498,4.89,4.89,4.95,4.95,4.95,4.89,4.58
5530,20052140,4.33,4.47,3.87,4.73,4.8,4.13,4.0
5531,463208309,4.5,4.5,4.5,5.0,5.0,5.0,4.5
5532,5227924,4.83,4.5,4.83,5.0,5.0,5.0,4.83
5533,12531923,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5534,12467373,5.0,5.0,5.0,5.0,5.0,5.0,4.75
5535,463398586,4.75,5.0,4.75,5.0,5.0,5.0,5.0
5536,27778382,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5537,22980214,,,,,,,
5538,8088712,5.0,5.0,5.0,5.0,5.0,5.0,4.38
5539,112521180,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5540,390677829,4.8,4.8,4.97,4.97,4.97,4.53,4.6
5541,30700555,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5542,25611734,5.0,5.0,5.0,5.0,5.0,5.0,4.88
5543,10095671,5.0,5.0,5.0,5.0,5.0,5.0,4.78
5544,10689819,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5545,16605130,,,,,,,
5546,291521238,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5547,463916966,4.8,5.0,4.4,5.0,5.0,4.8,4.4
5548,18376865,4.83,5.0,4.83,5.0,5.0,5.0,5.0
5549,10746255,5.0,5.0,5.0,4.95,5.0,4.95,4.85
5550,5128876,5.0,5.0,5.0,5.0,5.0,5.0,4.67
5551,463995391,4.57,5.0,4.57,5.0,4.71,4.71,4.14
5552,312500493,4.86,4.86,4.86,4.86,5.0,4.71,4.86
5553,391079647,5.0,5.0,4.8,5.0,5.0,5.0,4.6
5554,266624,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5555,97833241,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5556,9937348,5.0,5.0,5.0,5.0,5.0,5.0,4.0
5557,103701771,5.0,5.0,5.0,4.75,5.0,5.0,5.0
5558,464006106,,,,,,,
5559,463032737,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5560,2986763,,,,,,,
5561,464101068,5.0,4.94,4.94,5.0,5.0,4.98,4.87
5562,65181406,5.0,5.0,4.8,5.0,5.0,4.8,4.0
5563,464101068,4.81,4.81,4.72,4.92,4.91,4.98,4.59
5564,116941633,5.0,5.0,4.8,5.0,5.0,5.0,5.0
5565,464327780,5.0,4.94,5.0,4.94,5.0,4.89,4.61
5566,9191032,4.6,4.6,4.8,4.8,4.8,4.4,4.4
5567,370601379,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5568,227614626,5.0,5.0,5.0,5.0,5.0,4.6,4.8
5569,21205445,5.0,5.0,5.0,4.6,5.0,5.0,4.8
5570,17803919,,,,,,,
5571,4166098,4.5,5.0,3.83,4.67,5.0,5.0,4.5
5572,86239574,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5573,261116882,5.0,5.0,4.91,5.0,5.0,4.64,4.82
5574,55560358,5.0,5.0,5.0,5.0,5.0,5.0,4.55
5575,36275648,4.8,4.8,4.4,5.0,5.0,4.6,4.4
5576,449825081,4.0,4.25,3.75,4.25,3.75,5.0,3.5
5577,451839909,,,,,,,
5578,34928474,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5579,464973907,4.43,4.71,3.86,4.29,4.43,4.57,4.14
5580,13353119,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5581,74646936,4.78,5.0,4.56,5.0,5.0,5.0,4.89
5582,437005049,5.0,5.0,5.0,5.0,4.86,4.71,4.57
5583,464991121,5.0,4.75,4.75,4.75,4.25,4.75,4.5
5584,377918907,5.0,5.0,5.0,5.0,5.0,5.0,4.33
5585,25422214,4.92,4.92,4.67,4.83,5.0,4.75,4.58
5586,59348798,5.0,5.0,4.5,5.0,5.0,5.0,5.0
5587,1863731,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5588,77544654,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5589,24938319,5.0,5.0,5.0,5.0,5.0,4.5,5.0
5590,44867480,4.5,5.0,4.5,5.0,5.0,5.0,4.5
5591,20838942,5.0,4.75,4.5,4.88,4.88,4.88,4.38
5592,170178346,,,,,,,
5593,66864808,4.89,5.0,4.56,4.89,5.0,5.0,4.67
5594,18801973,5.0,5.0,4.0,5.0,5.0,4.0,4.5
5595,190266041,5.0,5.0,5.0,5.0,5.0,5.0,4.0
5596,28541859,5.0,5.0,5.0,5.0,5.0,4.33,4.33
5597,247955061,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5598,14842883,,,,,,,
5599,325306,5.0,5.0,4.5,5.0,5.0,5.0,4.5
5600,465235407,5.0,5.0,5.0,4.5,5.0,4.5,4.5
5601,465241936,4.5,4.75,4.75,4.75,4.75,4.75,4.0
5602,146421074,5.0,5.0,5.0,5.0,5.0,5.0,4.67
5603,308694260,4.0,4.0,3.0,4.0,4.0,3.0,3.0
5604,15218986,4.67,4.67,4.48,4.93,5.0,4.41,4.37
5605,24728726,4.67,5.0,4.56,4.67,4.89,5.0,4.67
5606,322786984,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5607,233479007,5.0,5.0,4.8,5.0,4.8,5.0,4.6
5608,26248536,4.5,5.0,4.67,5.0,4.83,4.5,4.5
5609,170365225,5.0,5.0,5.0,4.8,5.0,5.0,4.7
5610,11619276,4.67,5.0,4.67,5.0,4.33,4.67,4.67
5611,250801198,,,,,,,
5612,465661718,5.0,4.75,4.75,5.0,5.0,4.25,4.75
5613,124210794,,,,,,,
5614,76732587,5.0,5.0,5.0,5.0,5.0,5.0,4.8
5615,416639283,4.33,4.44,3.56,4.56,4.44,4.33,4.44
5616,121551163,,,,,,,
5617,60803561,4.0,4.0,3.75,4.5,4.75,5.0,3.75
5618,39308954,5.0,5.0,5.0,5.0,5.0,5.0,4.75
5619,15218986,4.81,4.75,4.75,4.69,4.88,4.75,4.56
5620,12229508,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5621,465843289,4.83,5.0,5.0,4.0,4.67,5.0,4.67
5622,47343541,5.0,5.0,5.0,5.0,5.0,5.0,4.5
5623,26011434,4.0,5.0,3.0,5.0,5.0,5.0,4.0
5624,16562955,5.0,5.0,4.5,5.0,5.0,4.5,4.0
5625,460700360,4.2,4.1,4.7,4.0,4.7,4.0,4.1
5626,460700360,5.0,5.0,4.0,5.0,5.0,4.0,4.0
5627,465979256,4.5,4.75,4.5,4.63,4.38,5.0,4.25
5628,52390138,4.13,4.25,3.63,3.88,4.0,5.0,3.75
5629,465992213,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5630,48267410,4.0,5.0,5.0,5.0,5.0,5.0,4.0
5631,226525125,5.0,5.0,5.0,5.0,5.0,4.5,4.5
5632,80535649,4.6,4.6,4.8,4.6,5.0,4.8,4.0
5633,32420023,4.67,4.67,5.0,4.67,4.67,5.0,5.0
5634,245652610,5.0,5.0,5.0,5.0,5.0,5.0,4.83
5635,176439042,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5636,466036246,5.0,5.0,5.0,5.0,5.0,4.88,4.92
5637,466047423,4.8,4.6,4.6,5.0,5.0,4.6,4.4
5638,68049290,5.0,5.0,5.0,5.0,5.0,4.75,4.75
5639,179670405,,,,,,,
5640,27278204,4.75,4.75,4.25,5.0,5.0,4.25,4.75
5641,395220436,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5642,2806731,4.33,4.67,3.33,5.0,5.0,4.33,4.33
5643,173952508,5.0,5.0,5.0,5.0,5.0,4.8,5.0
5644,466237853,5.0,4.5,4.5,5.0,5.0,4.75,4.5
5645,372283564,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5646,53340530,5.0,5.0,4.75,5.0,5.0,4.5,5.0
5647,116555128,4.75,4.75,4.75,5.0,5.0,5.0,4.5
5648,7233485,5.0,5.0,5.0,5.0,5.0,4.5,4.5
5649,2902353,5.0,4.83,4.83,4.83,4.5,5.0,4.5
5650,8410658,5.0,5.0,5.0,4.5,5.0,4.0,5.0
5651,39231243,4.67,4.67,4.33,4.67,4.67,4.67,4.67
5652,249390073,5.0,5.0,4.8,5.0,5.0,4.8,4.8
5653,16286936,5.0,5.0,4.67,5.0,4.67,5.0,5.0
5654,364305280,4.33,4.67,4.67,4.67,4.67,4.83,4.33
5655,364305280,,,,,,,
5656,364305280,4.25,3.75,4.0,4.75,4.25,4.25,3.75
5657,364305280,5.0,5.0,4.67,5.0,4.67,5.0,4.33
5658,364305280,3.5,3.0,4.0,5.0,5.0,5.0,3.5
5659,364305280,5.0,5.0,4.0,4.0,5.0,5.0,5.0
5660,364305280,4.29,4.57,4.14,4.71,4.43,4.57,4.0
5661,364305280,4.5,5.0,4.5,5.0,5.0,5.0,4.5
5662,364305280,3.67,3.67,3.33,4.67,4.67,4.67,3.67
5663,26588608,5.0,5.0,5.0,5.0,5.0,4.25,4.75
5664,324873771,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5665,466562644,4.0,3.6,3.0,4.4,4.2,4.4,3.4
5666,17319999,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5667,218557633,5.0,5.0,5.0,5.0,5.0,4.4,4.8
5668,5793896,5.0,4.92,4.92,5.0,5.0,4.67,4.67
5669,187728,,,,,,,
5670,9560777,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5671,466748199,,,,,,,
5672,30187607,,,,,,,
5673,6055140,5.0,5.0,4.75,5.0,5.0,5.0,4.75
5674,9656553,4.5,4.5,4.5,4.5,5.0,4.5,4.5
5675,76724924,5.0,5.0,5.0,5.0,5.0,5.0,4.86
5676,465594008,4.25,4.0,5.0,5.0,5.0,4.75,4.25
5677,70362796,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5678,3694517,5.0,5.0,5.0,5.0,5.0,4.8,4.8
5679,30789047,5.0,4.75,5.0,5.0,5.0,5.0,4.88
5680,462392932,4.75,4.75,5.0,4.75,4.75,4.75,4.5
5681,467274776,,,,,,,
5682,13490222,4.8,5.0,4.6,5.0,5.0,4.8,4.6
5683,5471836,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5684,11037301,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5685,11580532,,,,,,,
5686,22834024,5.0,4.86,5.0,4.86,5.0,4.86,4.86
5687,4868632,5.0,5.0,4.0,5.0,4.5,5.0,4.5
5688,46931135,5.0,5.0,5.0,5.0,5.0,5.0,4.5
5689,33969932,5.0,5.0,4.86,5.0,5.0,5.0,4.86
5690,467559137,,,,,,,
5691,41385289,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5692,443885530,4.8,5.0,5.0,5.0,4.6,4.4,4.8
5693,467631242,4.0,4.5,4.0,3.0,4.0,5.0,4.0
5694,467632183,5.0,5.0,4.67,5.0,5.0,4.67,5.0
5695,37230683,4.25,4.75,4.0,4.25,4.75,4.5,3.5
5696,9936645,5.0,5.0,5.0,5.0,5.0,4.0,5.0
5697,2329053,5.0,4.5,4.5,4.5,4.5,4.5,5.0
5698,361375098,3.67,4.33,3.33,4.33,4.33,4.67,4.33
5699,128519694,4.5,5.0,4.25,5.0,5.0,5.0,5.0
5700,23148875,4.75,4.75,5.0,5.0,5.0,4.5,4.5
5701,467786621,4.68,4.79,4.63,4.63,4.58,5.0,4.47
5702,467794608,5.0,5.0,5.0,5.0,5.0,5.0,4.5
5703,349156992,5.0,5.0,5.0,5.0,5.0,5.0,4.8
5704,33099956,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5705,3678774,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5706,82920775,5.0,5.0,4.0,5.0,5.0,4.5,4.5
5707,7647768,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5708,113344510,2.67,3.67,3.0,4.33,4.33,3.33,3.0
5709,259140543,5.0,5.0,5.0,5.0,5.0,4.5,4.5
5710,352473873,5.0,4.75,5.0,5.0,5.0,4.75,4.75
5711,66817978,5.0,5.0,5.0,5.0,5.0,5.0,4.89
5712,8283523,4.5,4.5,4.5,5.0,5.0,5.0,5.0
5713,467983932,5.0,5.0,5.0,5.0,5.0,3.0,5.0
5714,49362904,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5715,2194266,,,,,,,
5716,7543187,,,,,,,
5717,17268735,4.5,5.0,3.0,5.0,5.0,4.5,4.5
5718,132483565,5.0,4.86,4.71,5.0,5.0,4.29,4.86
5719,7015594,,,,,,,
5720,427312828,5.0,5.0,5.0,5.0,5.0,5.0,4.67
5721,20123845,5.0,5.0,5.0,5.0,4.78,4.56,4.78
5722,124174193,,,,,,,
5723,3076848,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5724,7935313,5.0,5.0,4.0,5.0,5.0,5.0,5.0
5725,1917728,5.0,5.0,5.0,4.89,5.0,5.0,5.0
5726,43675762,5.0,5.0,4.5,5.0,5.0,5.0,5.0
5727,135625542,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5728,1450026,5.0,4.67,5.0,5.0,5.0,5.0,4.67
5729,9770044,5.0,5.0,5.0,5.0,5.0,4.67,4.67
5730,460700360,4.56,4.78,4.67,4.56,4.22,4.11,4.44
5731,460700360,5.0,5.0,4.75,5.0,4.75,4.38,4.63
5732,33669295,5.0,5.0,4.8,5.0,5.0,4.4,4.8
5733,90312637,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5734,9625045,5.0,5.0,5.0,5.0,5.0,5.0,4.5
5735,30825863,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5736,13271177,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5737,371465959,5.0,4.89,5.0,5.0,5.0,5.0,4.89
5738,9701582,5.0,5.0,5.0,5.0,5.0,5.0,4.67
5739,374324048,4.88,4.88,4.75,4.75,4.88,5.0,4.5
5740,39786885,5.0,5.0,4.86,5.0,5.0,5.0,4.86
5741,54978192,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5742,5063639,5.0,4.88,4.88,5.0,5.0,5.0,5.0
5743,51667708,5.0,5.0,5.0,5.0,5.0,4.0,5.0
5744,18055669,5.0,5.0,5.0,5.0,5.0,4.33,5.0
5745,904827,4.33,4.33,4.33,4.67,5.0,4.67,4.0
5746,9490111,4.67,4.67,4.67,5.0,5.0,5.0,4.33
5747,24836583,2.0,2.0,1.0,3.0,3.0,3.0,2.0
5748,415788364,5.0,4.8,5.0,5.0,5.0,5.0,5.0
5749,468871281,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5750,72675131,5.0,5.0,4.67,4.67,4.67,5.0,4.0
5751,8044709,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5752,8989767,5.0,5.0,5.0,5.0,5.0,4.75,5.0
5753,17241555,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5754,469017427,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5755,27690840,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5756,57909603,5.0,5.0,5.0,5.0,5.0,4.67,4.67
5757,469100658,4.92,5.0,5.0,5.0,5.0,5.0,4.62
5758,5142564,4.8,4.6,4.8,4.6,4.8,4.8,4.6
5759,73208138,,,,,,,
5760,29218823,4.67,5.0,4.0,5.0,5.0,4.0,4.33
5761,429206111,4.4,4.3,4.2,4.3,4.5,4.7,4.3
5762,429206111,4.67,4.53,4.6,4.87,4.47,4.87,4.53
5763,429206111,4.33,4.42,4.42,4.5,4.17,4.67,4.33
5764,429206111,4.13,3.88,3.75,4.25,4.0,4.25,3.75
5765,7502486,,,,,,,
5766,65123278,5.0,4.8,5.0,5.0,5.0,5.0,4.6
5767,36331902,5.0,4.75,5.0,5.0,5.0,4.75,4.75
5768,9228494,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5769,219380247,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5770,397714796,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5771,28862715,4.5,4.5,4.5,5.0,4.75,4.25,4.25
5772,469399694,5.0,5.0,5.0,5.0,5.0,4.67,5.0
5773,35500757,4.8,5.0,4.8,5.0,5.0,4.6,4.8
5774,60048999,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5775,127948209,4.76,4.79,4.76,4.9,4.83,4.9,4.48
5776,35446894,5.0,5.0,4.67,5.0,5.0,5.0,4.67
5777,34195658,4.6,5.0,4.2,5.0,5.0,4.4,3.8
5778,10867286,5.0,5.0,5.0,5.0,5.0,5.0,4.67
5779,469594182,,,,,,,
5780,43843893,5.0,5.0,4.67,5.0,5.0,4.67,5.0
5781,55444896,5.0,5.0,5.0,5.0,5.0,5.0,4.67
5782,469695707,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5783,16237594,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5784,136633233,4.5,5.0,4.5,4.5,5.0,3.5,3.5
5785,263423484,4.29,4.43,4.0,4.43,4.43,4.43,4.14
5786,15454820,,,,,,,
5787,17516319,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5788,7066214,,,,,,,
5789,93248059,5.0,5.0,4.75,5.0,5.0,5.0,4.75
5790,4579810,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5791,459947823,,,,,,,
5792,192075642,4.71,4.71,4.18,4.47,4.82,4.06,4.12
5793,5488484,5.0,5.0,5.0,5.0,5.0,5.0,4.67
5794,201021236,,,,,,,
5795,13983469,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5796,36232679,5.0,4.8,5.0,4.8,5.0,4.6,5.0
5797,63048095,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5798,448368781,4.75,4.75,4.75,4.75,4.75,4.75,4.5
5799,406547562,5.0,4.0,5.0,4.0,5.0,4.0,5.0
5800,31288018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5801,363769220,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5802,406598000,4.71,4.86,4.43,4.86,5.0,4.86,4.57
5803,36232679,4.5,5.0,4.5,5.0,5.0,4.5,4.5
5804,36410035,5.0,5.0,4.8,5.0,5.0,5.0,4.8
5805,55934790,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5806,8431889,4.57,4.57,4.57,5.0,5.0,4.71,4.43
5807,58432995,5.0,5.0,5.0,5.0,5.0,4.8,5.0
5808,51088957,,,,,,,
5809,46685845,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5810,81910902,5.0,5.0,5.0,4.5,5.0,5.0,5.0
5811,1897817,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5812,124202838,5.0,4.86,5.0,4.86,5.0,4.86,4.71
5813,3073305,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5814,144788976,5.0,5.0,4.67,5.0,4.67,5.0,4.33
5815,20250791,5.0,5.0,4.5,5.0,5.0,5.0,5.0
5816,46714808,5.0,5.0,5.0,5.0,5.0,4.6,4.8
5817,4395509,5.0,5.0,5.0,5.0,5.0,5.0,4.8
5818,10209352,5.0,5.0,5.0,4.8,5.0,4.8,4.8
5819,14310085,5.0,5.0,4.75,5.0,5.0,5.0,4.5
5820,39110511,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5821,470720781,5.0,5.0,4.67,5.0,5.0,5.0,4.67
5822,439127029,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5823,5133036,5.0,5.0,5.0,5.0,5.0,5.0,4.5
5824,159473283,5.0,5.0,5.0,5.0,5.0,5.0,4.5
5825,90822397,4.0,3.0,4.0,4.0,4.0,4.0,3.0
5826,2638932,,,,,,,
5827,470806634,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5828,78791892,4.75,4.5,4.75,4.5,4.75,5.0,4.5
5829,174384510,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5830,293712566,4.6,4.6,4.6,4.8,4.8,4.8,4.4
5831,32751220,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5832,9244174,4.71,4.89,4.75,4.86,4.86,4.71,4.39
5833,25810960,4.0,5.0,3.0,4.0,4.0,5.0,5.0
5834,45281891,5.0,5.0,5.0,5.0,4.89,4.67,4.67
5835,38556199,5.0,5.0,5.0,5.0,5.0,4.75,5.0
5836,471073060,5.0,5.0,4.86,4.43,4.86,5.0,4.57
5837,392612251,5.0,5.0,5.0,4.88,5.0,4.75,4.75
5838,143460398,,,,,,,
5839,14148025,5.0,5.0,4.86,5.0,4.86,5.0,4.86
5840,54129219,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5841,23610155,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5842,471270268,5.0,5.0,5.0,5.0,5.0,5.0,4.8
5843,178742549,5.0,5.0,5.0,4.25,5.0,4.5,4.25
5844,22495037,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5845,47014063,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5846,39992727,5.0,5.0,5.0,5.0,5.0,5.0,4.8
5847,4902757,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5848,47612725,4.88,4.88,4.38,5.0,5.0,4.75,4.63
5849,457636823,4.18,4.55,3.82,4.45,4.45,4.73,4.36
5850,76247677,5.0,5.0,5.0,5.0,5.0,4.0,4.0
5851,5990448,4.8,4.8,4.8,4.8,5.0,4.8,4.8
5852,33302494,,,,,,,
5853,2382179,5.0,5.0,5.0,5.0,5.0,4.75,5.0
5854,6025580,5.0,5.0,4.5,5.0,5.0,4.5,4.5
5855,62516286,5.0,5.0,4.88,5.0,5.0,5.0,4.88
5856,43675917,5.0,5.0,5.0,5.0,5.0,5.0,4.8
5857,5964796,,,,,,,
5858,39231243,,,,,,,
5859,380875993,,,,,,,
5860,34815676,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5861,288800909,5.0,5.0,5.0,5.0,5.0,4.5,5.0
5862,37547309,5.0,5.0,5.0,5.0,5.0,5.0,4.5
5863,5327179,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5864,11171013,5.0,5.0,5.0,5.0,5.0,3.67,5.0
5865,265967622,,,,,,,
5866,8033235,,,,,,,
